participant,learningDirection,startingPoint,imaginedDirection,condition,trialType,trialOrder,trialNumber,facingObject,facingObjectLocation,targetObject,targetObjectLocation,latency,horizontalCorrectAngle,horizontalResponseAngle,horizontalError,horizontalAbsError,verticalCorrectAngle,verticalResponseAngle,verticalError,verticalAbsError
6,0,1,90,1,Misaligned,0,18,apple,Top,fan,Top,0.001907349,90,77.79997,-12.20001,12.20001,-1.49926,-2.000015,-0.5007553,0.5007553
6,0,1,90,1,Misaligned,0,19,drink bottle,Top,fan,Top,0.001937866,-180,77.79997,-102.2,102.2,-1.49926,-2.000015,-0.5007553,0.5007553
6,0,1,90,1,Misaligned,0,20,book,Top,apple,Top,0.000831604,-180,77.79997,-102.2,102.2,-1.684509,-2.000015,-0.315506,0.315506
6,0,1,90,1,Misaligned,0,21,drink bottle,Top,apple,Top,2.446499,90,77.79997,-12.20001,12.20001,-1.684509,-2.000015,-0.315506,0.315506
7,0,1,90,1,Aligned,0,1,book,Top,drink bottle,Top,4.881248,90,36.39996,-53.60004,53.60004,-1.447792,80.20006,81.64785,81.64785
7,0,1,90,1,Aligned,0,2,book,Top,apple,Top,0.001701355,-180,-36.00008,143.9999,143.9999,-1.684509,31.39985,33.08436,33.08436
7,0,1,90,1,Aligned,0,3,drink bottle,Top,apple,Top,0.00717926,90,108.9999,18.99992,18.99992,-1.684509,80.80054,82.48505,82.48505
7,0,1,90,1,Aligned,0,4,book,Top,fan,Top,0.0001831055,-90,-74.40006,15.59994,15.59994,-1.49926,77.39922,78.89848,78.89848
7,0,1,90,1,Aligned,0,5,drink bottle,Top,fan,Top,9.78244,180,12.60016,-167.3998,167.3998,-1.49926,-2.200905,-0.7016449,0.7016449
7,0,1,90,1,Aligned,0,6,drink bottle,Top,book,Top,0.0004196167,-90,12.60016,102.6002,102.6002,-1.468376,-2.200905,-0.7325287,0.7325287
7,0,1,90,1,Aligned,0,7,apple,Top,book,Top,0.005836487,180,13.60015,-166.3998,166.3998,-1.468376,1.799095,3.267471,3.267471
7,0,1,90,1,Aligned,0,8,apple,Top,drink bottle,Top,0.002616882,-90,13.80015,103.8002,103.8002,-1.447792,1.799095,3.246887,3.246887
7,0,1,90,1,Aligned,0,9,apple,Top,fan,Top,0.0003662109,90,18.40015,-71.59985,71.59985,-1.49926,6.199089,7.698349,7.698349
7,0,1,90,1,Aligned,0,10,plant,Bottom,soccerball,Bottom,0.006233215,-90,93.40001,-176.6,176.6,1.583244,0.5990829,-0.9841614,0.9841614
7,0,1,90,1,Aligned,0,11,soccerball,Bottom,lamp,Bottom,0.00579834,-90,93.40001,-176.6,176.6,-1.339294,0.5990829,1.938377,1.938377
7,0,1,90,1,Aligned,0,12,soccerball,Bottom,plant,Bottom,0.006469727,90,93.40001,3.400009,3.400009,-1.318787,0.5990829,1.91787,1.91787
7,0,1,90,1,Aligned,0,13,lamp,Bottom,plant,Bottom,0.005088806,180,93.40001,-86.59998,86.59998,-1.318787,0.5990829,1.91787,1.91787
7,0,1,90,1,Aligned,0,14,plant,Bottom,lamp,Bottom,0.004013062,180,93.40001,-86.59998,86.59998,-1.339294,0.5990829,1.938377,1.938377
7,0,1,90,1,Aligned,0,15,lamp,Bottom,soccerball,Bottom,0.002754211,90,93.40001,3.400009,3.400009,1.583244,0.5990829,-0.9841614,0.9841614
7,0,1,90,1,Aligned,0,16,dumbbell,Bottom,lamp,Bottom,0.00188446,90,93.40001,3.400009,3.400009,-1.339294,0.5990829,1.938377,1.938377
7,0,1,90,1,Aligned,0,17,soccerball,Bottom,dumbbell,Bottom,0.004005432,180,93.40001,-86.59998,86.59998,0.6912766,0.5990829,-0.0921936,0.0921936
7,0,1,90,1,Aligned,0,18,dumbbell,Bottom,plant,Bottom,0.005592346,-90,93.40001,-176.6,176.6,-1.318787,0.5990829,1.91787,1.91787
7,0,1,90,1,Aligned,0,19,plant,Bottom,dumbbell,Bottom,0.002593994,90,93.40001,3.400009,3.400009,0.6912766,0.5990829,-0.0921936,0.0921936
7,0,1,90,1,Aligned,0,20,lamp,Bottom,dumbbell,Bottom,0.001121521,-90,93.40001,-176.6,176.6,0.6912766,0.5990829,-0.0921936,0.0921936
7,0,1,90,1,Aligned,0,21,dumbbell,Bottom,soccerball,Bottom,0.002365112,180,93.40001,-86.59998,86.59998,1.583244,0.5990829,-0.9841614,0.9841614
7,0,1,90,1,Semi_Aligned,0,22,drink bottle,Top,plant,Bottom,1.032417,135,93.40001,-41.59998,41.59998,-42.61043,0.5990982,43.20953,43.20953
7,0,1,90,1,Semi_Aligned,0,23,apple,Top,soccerball,Bottom,0.003265381,-45,93.40001,138.4,138.4,-40.99789,0.5990982,41.59699,41.59699
7,0,1,90,1,Semi_Aligned,0,24,apple,Top,dumbbell,Bottom,0.002487183,135,93.40001,-41.59998,41.59998,-41.50229,0.5990982,42.10139,42.10139
7,0,1,90,1,Semi_Aligned,0,25,book,Top,lamp,Bottom,0.000579834,45,93.40001,48.40001,48.40001,-42.62154,0.5990982,43.22063,43.22063
7,0,1,90,1,Semi_Aligned,0,26,book,Top,plant,Bottom,0.001800537,-135,93.40001,-131.6,131.6,-42.61043,0.5990982,43.20953,43.20953
7,0,1,90,1,Semi_Aligned,0,27,drink bottle,Top,soccerball,Bottom,0.0006256104,45,93.40001,48.40001,48.40001,-40.99789,0.5990982,41.59699,41.59699
7,0,1,90,1,Semi_Aligned,0,28,drink bottle,Top,dumbbell,Bottom,0.004501343,-135,93.40001,-131.6,131.6,-41.50229,0.5990982,42.10139,42.10139
7,0,1,90,1,Semi_Aligned,0,29,apple,Top,lamp,Bottom,0.003509521,-135,93.40001,-131.6,131.6,-42.62154,0.5990982,43.22063,43.22063
7,0,1,90,1,Semi_Aligned,0,30,book,Top,dumbbell,Bottom,0.0006713867,-45,93.40001,138.4,138.4,-41.50229,0.5990982,42.10139,42.10139
7,0,1,90,1,Semi_Aligned,0,31,drink bottle,Top,lamp,Bottom,0.003890991,-45,93.40001,138.4,138.4,-42.62154,0.5990982,43.22063,43.22063
7,0,1,90,1,Semi_Aligned,0,32,book,Top,soccerball,Bottom,0.001113892,135,93.40001,-41.59998,41.59998,-40.99789,0.5990982,41.59699,41.59699
7,0,1,90,1,Semi_Aligned,0,33,apple,Top,plant,Bottom,0.0009765625,45,93.40001,48.40001,48.40001,-42.61043,0.5990982,43.20953,43.20953
7,0,1,90,1,Semi_Aligned,0,34,dumbbell,Bottom,fan,Top,0.003372192,-45,93.40001,138.4,138.4,41.1671,0.5990829,-40.56802,40.56802
7,0,1,90,1,Semi_Aligned,0,35,lamp,Bottom,book,Top,0.003128052,-45,93.40001,138.4,138.4,41.18461,0.5990829,-40.58553,40.58553
7,0,1,90,1,Semi_Aligned,0,36,soccerball,Bottom,fan,Top,0.03463745,135,93.40001,-41.59998,41.59998,41.1671,0.5990829,-40.56802,40.56802
7,0,1,90,1,Semi_Aligned,0,37,lamp,Bottom,fan,Top,0.005737305,-135,93.40001,-131.6,131.6,41.1671,0.5990829,-40.56802,40.56802
7,0,1,90,1,Semi_Aligned,0,38,plant,Bottom,drink bottle,Top,0.0005493164,-135,93.40001,-131.6,131.6,41.19628,0.5990829,-40.59719,40.59719
7,0,1,90,1,Semi_Aligned,0,39,lamp,Bottom,apple,Top,0.002258301,135,93.40001,-41.59998,41.59998,41.06187,0.5990829,-40.46279,40.46279
7,0,1,90,1,Semi_Aligned,0,40,soccerball,Bottom,drink bottle,Top,0.003189087,-45,93.40001,138.4,138.4,41.19628,0.5990829,-40.59719,40.59719
7,0,1,90,1,Semi_Aligned,0,41,lamp,Bottom,drink bottle,Top,0.0004730225,45,93.40001,48.40001,48.40001,41.19628,0.5990829,-40.59719,40.59719
7,0,1,90,1,Semi_Aligned,0,42,plant,Bottom,fan,Top,0.005813599,45,93.40001,48.40001,48.40001,41.1671,0.5990829,-40.56802,40.56802
7,0,1,90,1,Semi_Aligned,0,43,dumbbell,Bottom,book,Top,0.00491333,45,93.40001,48.40001,48.40001,41.18461,0.5990829,-40.58553,40.58553
7,0,1,90,1,Semi_Aligned,0,44,dumbbell,Bottom,apple,Top,0.002563477,-135,93.40001,-131.6,131.6,41.06187,0.5990829,-40.46279,40.46279
7,0,1,90,1,Semi_Aligned,0,45,plant,Bottom,apple,Top,0.005310059,-45,93.40001,138.4,138.4,41.06187,0.5990829,-40.46279,40.46279
7,0,1,90,1,Semi_Aligned,0,46,soccerball,Bottom,apple,Top,0.004806519,45,93.40001,48.40001,48.40001,41.06187,0.5990829,-40.46279,40.46279
7,0,1,90,1,Semi_Aligned,0,47,plant,Bottom,book,Top,0.004974365,135,93.40001,-41.59998,41.59998,41.18461,0.5990829,-40.58553,40.58553
7,0,1,90,1,Semi_Aligned,0,48,soccerball,Bottom,book,Top,0.004058838,-135,93.40001,-131.6,131.6,41.18461,0.5990829,-40.58553,40.58553
7,0,1,90,1,Semi_Aligned,0,49,dumbbell,Bottom,drink bottle,Top,0.002197266,135,93.40001,-41.59998,41.59998,41.19628,0.5990829,-40.59719,40.59719
7,0,1,90,1,Semi_Misaligned,0,50,lamp,Bottom,fan,Top,1.669617,-135,84.79984,-140.2002,140.2002,41.1671,1.799095,-39.36801,39.36801
7,0,1,90,1,Semi_Misaligned,0,51,soccerball,Bottom,fan,Top,0.002700806,135,84.79984,-50.20016,50.20016,41.1671,1.799095,-39.36801,39.36801
7,0,1,90,1,Semi_Misaligned,0,52,soccerball,Bottom,book,Top,0.003814697,-135,84.79984,-140.2002,140.2002,41.18461,1.799095,-39.38551,39.38551
7,0,1,90,1,Semi_Misaligned,0,53,plant,Bottom,fan,Top,0.002731323,45,84.79984,39.79984,39.79984,41.1671,1.799095,-39.36801,39.36801
7,0,1,90,1,Semi_Misaligned,0,54,dumbbell,Bottom,fan,Top,0.003692627,-45,84.79984,129.7998,129.7998,41.1671,1.799095,-39.36801,39.36801
7,0,1,90,1,Semi_Misaligned,0,55,soccerball,Bottom,apple,Top,0.004562378,45,84.79984,39.79984,39.79984,41.06187,1.799095,-39.26278,39.26278
7,0,1,90,1,Semi_Misaligned,0,56,plant,Bottom,drink bottle,Top,0.00227356,-135,84.79984,-140.2002,140.2002,41.19628,1.799095,-39.39718,39.39718
7,0,1,90,1,Semi_Misaligned,0,57,lamp,Bottom,apple,Top,0.0009613037,135,84.79984,-50.20016,50.20016,41.06187,1.799095,-39.26278,39.26278
7,0,1,90,1,Semi_Misaligned,0,58,dumbbell,Bottom,apple,Top,0.001464844,-135,84.79984,-140.2002,140.2002,41.06187,1.799095,-39.26278,39.26278
7,0,1,90,1,Semi_Misaligned,0,59,dumbbell,Bottom,book,Top,0.002059937,45,84.79984,39.79984,39.79984,41.18461,1.799095,-39.38551,39.38551
7,0,1,90,1,Semi_Misaligned,0,60,plant,Bottom,book,Top,0.002975464,135,84.79984,-50.20016,50.20016,41.18461,1.799095,-39.38551,39.38551
7,0,1,90,1,Semi_Misaligned,0,61,soccerball,Bottom,drink bottle,Top,0.00289917,-45,84.79984,129.7998,129.7998,41.19628,1.799095,-39.39718,39.39718
7,0,1,90,1,Semi_Misaligned,0,62,lamp,Bottom,drink bottle,Top,0.003967285,45,84.79984,39.79984,39.79984,41.19628,1.799095,-39.39718,39.39718
7,0,1,90,1,Semi_Misaligned,0,63,dumbbell,Bottom,drink bottle,Top,0.002624512,135,84.79984,-50.20016,50.20016,41.19628,1.799095,-39.39718,39.39718
7,0,1,90,1,Semi_Misaligned,0,64,lamp,Bottom,book,Top,0.005386353,-45,84.79984,129.7998,129.7998,41.18461,1.799095,-39.38551,39.38551
7,0,1,90,1,Semi_Misaligned,0,65,plant,Bottom,apple,Top,0.005142212,-45,84.79984,129.7998,129.7998,41.06187,1.799095,-39.26278,39.26278
7,0,1,90,1,Semi_Misaligned,0,66,apple,Top,dumbbell,Bottom,2.174606,135,84.79984,-50.20016,50.20016,-41.50229,1.79908,43.30137,43.30137
7,0,1,90,1,Semi_Misaligned,0,67,drink bottle,Top,soccerball,Bottom,0.01817322,45,84.79984,39.79984,39.79984,-40.99789,1.79908,42.79697,42.79697
7,0,1,90,1,Semi_Misaligned,0,68,apple,Top,plant,Bottom,0.003631592,45,84.79984,39.79984,39.79984,-42.61043,1.79908,44.40951,44.40951
7,0,1,90,1,Semi_Misaligned,0,69,book,Top,soccerball,Bottom,0.0001373291,135,84.79984,-50.20016,50.20016,-40.99789,1.79908,42.79697,42.79697
7,0,1,90,1,Semi_Misaligned,0,70,drink bottle,Top,plant,Bottom,0.002182007,135,84.79984,-50.20016,50.20016,-42.61043,1.79908,44.40951,44.40951
7,0,1,90,1,Semi_Misaligned,0,71,book,Top,lamp,Bottom,0.005508423,45,84.79984,39.79984,39.79984,-42.62154,1.79908,44.42062,44.42062
7,0,1,90,1,Semi_Misaligned,0,72,drink bottle,Top,lamp,Bottom,0.00138855,-45,84.79984,129.7998,129.7998,-42.62154,1.79908,44.42062,44.42062
7,0,1,90,1,Semi_Misaligned,0,73,book,Top,plant,Bottom,0.006469727,-135,84.79984,-140.2002,140.2002,-42.61043,1.79908,44.40951,44.40951
7,0,1,90,1,Semi_Misaligned,0,74,drink bottle,Top,dumbbell,Bottom,0.002166748,-135,84.79984,-140.2002,140.2002,-41.50229,1.79908,43.30137,43.30137
7,0,1,90,1,Semi_Misaligned,0,75,apple,Top,lamp,Bottom,0.002563477,-135,84.79984,-140.2002,140.2002,-42.62154,1.79908,44.42062,44.42062
7,0,1,90,1,Semi_Misaligned,0,76,apple,Top,soccerball,Bottom,0.003768921,-45,84.79984,129.7998,129.7998,-40.99789,1.79908,42.79697,42.79697
7,0,1,90,1,Semi_Misaligned,0,77,book,Top,dumbbell,Bottom,0.003723145,-45,84.79984,129.7998,129.7998,-41.50229,1.79908,43.30137,43.30137
7,0,1,90,1,Misaligned,0,78,dumbbell,Bottom,lamp,Bottom,0.000793457,90,84.79984,-5.200165,5.200165,-1.339294,1.999084,3.338379,3.338379
7,0,1,90,1,Misaligned,0,79,plant,Bottom,soccerball,Bottom,0.006973267,-90,84.79984,174.7998,174.7998,1.583244,1.999084,0.4158401,0.4158401
7,0,1,90,1,Misaligned,0,80,lamp,Bottom,plant,Bottom,0.003982544,180,84.79984,-95.20016,95.20016,-1.318787,1.999084,3.317871,3.317871
7,0,1,90,1,Misaligned,0,81,soccerball,Bottom,plant,Bottom,0.001419067,90,84.79984,-5.200165,5.200165,-1.318787,1.999084,3.317871,3.317871
7,0,1,90,1,Misaligned,0,82,lamp,Bottom,dumbbell,Bottom,0.004425049,-90,84.79984,174.7998,174.7998,0.6912766,1.999084,1.307808,1.307808
7,0,1,90,1,Misaligned,0,83,plant,Bottom,lamp,Bottom,0.00328064,180,84.79984,-95.20016,95.20016,-1.339294,1.999084,3.338379,3.338379
7,0,1,90,1,Misaligned,0,84,dumbbell,Bottom,plant,Bottom,0.005401611,-90,84.79984,174.7998,174.7998,-1.318787,1.999084,3.317871,3.317871
7,0,1,90,1,Misaligned,0,85,soccerball,Bottom,dumbbell,Bottom,0.003692627,180,84.79984,-95.20016,95.20016,0.6912766,1.999084,1.307808,1.307808
7,0,1,90,1,Misaligned,0,86,plant,Bottom,dumbbell,Bottom,0.007293701,90,84.79984,-5.200165,5.200165,0.6912766,1.999084,1.307808,1.307808
7,0,1,90,1,Misaligned,0,87,soccerball,Bottom,lamp,Bottom,0.002288818,-90,84.79984,174.7998,174.7998,-1.339294,1.999084,3.338379,3.338379
7,0,1,90,1,Misaligned,0,88,dumbbell,Bottom,soccerball,Bottom,0.004638672,180,84.79984,-95.20016,95.20016,1.583244,1.999084,0.4158401,0.4158401
7,0,1,90,1,Misaligned,0,89,lamp,Bottom,soccerball,Bottom,0.002960205,90,84.79984,-5.200165,5.200165,1.583244,1.999084,0.4158401,0.4158401
7,0,1,90,1,Misaligned,0,90,book,Top,apple,Top,0.005447388,-180,84.79984,-95.20016,95.20016,-1.684509,1.999084,3.683594,3.683594
7,0,1,90,1,Misaligned,0,91,book,Top,fan,Top,0.006149292,-90,84.79984,174.7998,174.7998,-1.49926,1.999084,3.498344,3.498344
7,0,1,90,1,Misaligned,0,92,apple,Top,book,Top,0.001464844,180,84.79984,-95.20016,95.20016,-1.468376,1.999084,3.467461,3.467461
7,0,1,90,1,Misaligned,0,93,drink bottle,Top,book,Top,0.005874634,-90,84.79984,174.7998,174.7998,-1.468376,1.999084,3.467461,3.467461
7,0,1,90,1,Misaligned,0,94,apple,Top,drink bottle,Top,0.001022339,-90,84.79984,174.7998,174.7998,-1.447792,1.999084,3.446877,3.446877
7,0,1,90,1,Misaligned,0,95,drink bottle,Top,fan,Top,0.006210327,180,84.79984,-95.20016,95.20016,-1.49926,1.999084,3.498344,3.498344
7,0,1,90,1,Misaligned,0,96,drink bottle,Top,apple,Top,0.003265381,90,84.79984,-5.200165,5.200165,-1.684509,1.999084,3.683594,3.683594
7,0,1,90,1,Misaligned,0,97,apple,Top,fan,Top,0.005142212,90,84.79984,-5.200165,5.200165,-1.49926,1.999084,3.498344,3.498344
7,0,1,90,1,Misaligned,0,98,book,Top,drink bottle,Top,0.004074097,90,84.79984,-5.200165,5.200165,-1.447792,1.999084,3.446877,3.446877
7,0,1,225,0,Aligned,0,99,pan,Top,hamburger,Top,6.578003,-85.10035,-69.40028,15.70007,15.70007,-1.49926,-3.40136,-1.9021,1.9021
7,0,1,225,0,Aligned,0,100,toilet brush,Top,pan,Top,3.500153,-94.89966,36.39959,131.2993,131.2993,-0.5915833,-3.801193,-3.20961,3.20961
7,0,1,225,0,Aligned,0,101,pan,Top,toilet brush,Top,0.001831055,94.89966,39.19973,-55.69992,55.69992,-1.447792,-3.201195,-1.753403,1.753403
7,0,1,225,0,Aligned,0,102,television,Top,toilet brush,Top,0.006317139,-90,39.19973,129.1997,129.1997,-1.447792,-3.201195,-1.753403,1.753403
7,0,1,225,0,Aligned,0,103,toilet brush,Top,hamburger,Top,2.301025,180,39.19973,-140.8003,140.8003,-1.49926,-3.201195,-1.701935,1.701935
7,0,1,225,0,Aligned,0,104,television,Top,hamburger,Top,0.0001831055,90,39.19973,-50.80026,50.80026,-1.49926,-3.201195,-1.701935,1.701935
7,0,1,225,0,Aligned,0,105,toilet brush,Top,television,Top,0.006225586,90,39.19973,-50.80026,50.80026,-1.684509,-3.201195,-1.516685,1.516685
7,0,1,225,0,Aligned,0,106,pan,Top,television,Top,0.002532959,-175.1003,39.19973,-145.7,145.7,-1.684509,-3.201195,-1.516685,1.516685
7,0,1,225,0,Aligned,0,107,television,Top,pan,Top,0.0007019043,175.1003,39.19973,-135.9005,135.9005,-0.5915833,-3.201195,-2.609612,2.609612
7,0,1,225,0,Aligned,0,108,globe,Bottom,phone,Bottom,13.89874,180,11.99955,-168.0005,168.0005,-1.30854,-1.20118,0.1073608,0.1073608
7,0,1,225,0,Aligned,0,109,toy car,Bottom,phone,Bottom,0.002166748,90.1963,11.39959,-78.79669,78.79669,-1.30854,-2.601196,-1.292656,1.292656
7,0,1,225,0,Aligned,0,110,french fries,Bottom,globe,Bottom,0.004577637,90,6.999528,-83.00049,83.00049,-1.30854,-2.801247,-1.492706,1.492706
7,0,1,225,0,Aligned,0,111,french fries,Bottom,toy car,Bottom,0.003051758,179.8042,6.799562,-173.0046,173.0046,-1.003365,-2.801231,-1.797867,1.797867
7,0,1,225,0,Aligned,0,112,phone,Bottom,toy car,Bottom,0.0002441406,-90.1963,6.799562,96.99586,96.99586,-1.003365,-2.801231,-1.797867,1.797867
7,0,1,225,0,Aligned,0,113,globe,Bottom,french fries,Bottom,0.004760742,-90,6.799562,96.79956,96.79956,-1.103493,-2.801231,-1.697739,1.697739
7,0,1,225,0,Aligned,0,114,toy car,Bottom,french fries,Bottom,0.009002686,-179.8042,6.799562,-173.3963,173.3963,-1.103493,-2.801231,-1.697739,1.697739
7,0,1,225,0,Aligned,0,115,toy car,Bottom,globe,Bottom,0.0009155273,-89.80371,6.799562,96.60327,96.60327,-1.30854,-2.801231,-1.492691,1.492691
7,0,1,225,0,Aligned,0,116,phone,Bottom,french fries,Bottom,0.005401611,90,6.799562,-83.20044,83.20044,-1.103493,-2.801231,-1.697739,1.697739
7,0,1,225,0,Aligned,0,117,french fries,Bottom,phone,Bottom,0.007263184,-90,6.799562,96.79956,96.79956,-1.30854,-2.801231,-1.492691,1.492691
7,0,1,225,0,Aligned,0,118,phone,Bottom,globe,Bottom,0.003814697,180,6.799562,-173.2004,173.2004,-1.30854,-2.801231,-1.492691,1.492691
7,0,1,225,0,Aligned,0,119,globe,Bottom,toy car,Bottom,0.001647949,89.80371,6.799562,-83.00415,83.00415,-1.003365,-2.801231,-1.797867,1.797867
7,0,1,225,0,Semi_Aligned,0,120,pan,Top,french fries,Bottom,0.6391907,49.89966,6.799562,-43.1001,43.1001,-42.49356,-2.801224,39.69234,39.69234
7,0,1,225,0,Semi_Aligned,0,121,toilet brush,Top,toy car,Bottom,0.007293701,134.8037,6.799562,-128.0041,128.0041,-42.50629,-2.801224,39.70506,39.70506
7,0,1,225,0,Semi_Aligned,0,122,television,Top,toy car,Bottom,0.001159668,44.80371,6.799562,-38.00415,38.00415,-42.50629,-2.801224,39.70506,39.70506
7,0,1,225,0,Semi_Aligned,0,123,pan,Top,phone,Bottom,0.008087158,-40.10034,6.799562,46.8999,46.8999,-42.60489,-2.801224,39.80367,39.80367
7,0,1,225,0,Semi_Aligned,0,124,television,Top,phone,Bottom,0.0004577637,135,6.799562,-128.2004,128.2004,-42.60489,-2.801224,39.80367,39.80367
1,0,1,90,1,Aligned,0,1,apple,Top,fan,Top,3.891602,90,62.39991,-27.6001,27.6001,-1.49926,-2.400337,-0.9010773,0.9010773
1,0,1,90,1,Aligned,0,2,book,Top,drink bottle,Top,0.005531311,90,62.39991,-27.6001,27.6001,-1.447792,-2.400337,-0.9525452,0.9525452
1,0,1,90,1,Aligned,0,3,drink bottle,Top,fan,Top,0.001419067,180,62.39991,-117.6001,117.6001,-1.49926,-2.400337,-0.9010773,0.9010773
1,0,1,90,1,Aligned,0,4,apple,Top,book,Top,0.003234863,-180,62.39991,-117.6001,117.6001,-1.468376,-2.600296,-1.13192,1.13192
1,0,1,90,1,Aligned,0,5,book,Top,fan,Top,0.005187988,-90,62.5999,152.5999,152.5999,-1.49926,-2.600296,-1.101036,1.101036
1,0,1,90,1,Aligned,0,6,drink bottle,Top,apple,Top,0.003440857,90,62.5999,-27.40009,27.40009,-1.684509,-2.600296,-0.9157867,0.9157867
1,0,1,90,1,Aligned,0,7,book,Top,apple,Top,0.0001754761,180,62.5999,-117.4001,117.4001,-1.684509,-2.600296,-0.9157867,0.9157867
1,0,1,90,1,Aligned,0,8,apple,Top,drink bottle,Top,0.005805969,-90,62.5999,152.5999,152.5999,-1.447792,-2.600296,-1.152504,1.152504
1,0,1,90,1,Aligned,0,9,drink bottle,Top,book,Top,0.0003662109,-90,62.5999,152.5999,152.5999,-1.468376,-2.600296,-1.13192,1.13192
1,0,1,90,1,Aligned,0,10,plant,Bottom,dumbbell,Bottom,0.4597931,90,62.5999,-27.40009,27.40009,0.6912766,-2.600349,-3.291626,3.291626
1,0,1,90,1,Aligned,0,11,dumbbell,Bottom,lamp,Bottom,0.003639221,90,62.5999,-27.40009,27.40009,-1.339294,-2.600349,-1.261055,1.261055
1,0,1,90,1,Aligned,0,12,soccerball,Bottom,plant,Bottom,0.003135681,90,62.5999,-27.40009,27.40009,-1.318787,-2.600349,-1.281563,1.281563
1,0,1,90,1,Aligned,0,13,lamp,Bottom,plant,Bottom,0.003585815,180,62.5999,-117.4001,117.4001,-1.318787,-2.600349,-1.281563,1.281563
1,0,1,90,1,Aligned,0,14,lamp,Bottom,dumbbell,Bottom,0.00377655,-90,62.5999,152.5999,152.5999,0.6912766,-2.600349,-3.291626,3.291626
1,0,1,90,1,Aligned,0,15,plant,Bottom,soccerball,Bottom,0.00352478,-90,62.39991,152.3999,152.3999,1.583244,-3.800362,-5.383606,5.383606
1,0,1,90,1,Aligned,0,16,soccerball,Bottom,lamp,Bottom,0.003974915,-90,59.99995,149.9999,149.9999,-1.339294,-6.400391,-5.061096,5.061096
1,0,1,90,1,Aligned,0,1,book,Top,dumbbell,Bottom,39.10129,-45,-24.79912,20.20088,20.20088,-41.50229,-31.9995,9.502785,9.502785
1,0,1,90,1,Aligned,0,2,book,Top,drink bottle,Top,5.928253,90,88.00082,-1.999176,1.999176,-1.447792,0.400528,1.84832,1.84832
1,0,1,90,1,Aligned,0,3,book,Top,apple,Top,5.467041,180,-162.3991,17.60095,17.60095,-1.684509,5.200874,6.885384,6.885384
1,0,1,90,1,Semi_Aligned,0,4,drink bottle,Top,book,Top,9.848343,-90,-81.3992,8.6008,8.6008,-1.468376,-3.399223,-1.930847,1.930847
1,0,1,90,1,Semi_Aligned,0,5,drink bottle,Top,plant,Bottom,6.748245,135,9.400863,-125.5991,125.5991,-42.61043,-3.399223,39.2112,39.2112
1,0,1,90,1,Semi_Aligned,0,6,apple,Top,fan,Top,2.736588,90,9.400863,-80.59912,80.59912,-1.49926,-3.399223,-1.899963,1.899963
1,0,1,90,1,Semi_Aligned,0,7,drink bottle,Top,lamp,Bottom,5.415314,-45,9.400863,54.40086,54.40086,-42.62154,-3.399223,39.22231,39.22231
1,0,1,90,1,Aligned,0,8,book,Top,lamp,Bottom,4.841583,45,9.400863,-35.59912,35.59912,-42.62154,-3.399223,39.22231,39.22231
1,0,1,90,1,Semi_Aligned,0,9,apple,Top,book,Top,5.487503,-180,9.400863,-170.5991,170.5991,-1.468376,-3.399223,-1.930847,1.930847
1,0,1,90,1,Semi_Aligned,0,10,apple,Top,dumbbell,Bottom,1.850754,135,9.400863,-125.5991,125.5991,-41.50229,-3.399223,38.10307,38.10307
1,0,1,90,1,Aligned,0,11,book,Top,plant,Bottom,5.35672,-135,9.400863,144.4009,144.4009,-42.61043,-3.399223,39.2112,39.2112
1,0,1,90,1,Aligned,0,12,book,Top,fan,Top,8.199585,-90,9.400863,99.40086,99.40086,-1.49926,-3.399223,-1.899963,1.899963
1,0,1,90,1,Aligned,0,13,book,Top,soccerball,Bottom,6.143951,135,9.400863,-125.5991,125.5991,-40.99789,-3.399223,37.59867,37.59867
1,0,1,90,1,Semi_Aligned,0,14,apple,Top,soccerball,Bottom,9.945068,-45,9.400863,54.40086,54.40086,-40.99789,-3.399223,37.59867,37.59867
1,0,1,90,1,Semi_Aligned,0,15,drink bottle,Top,fan,Top,4.189606,180,9.400863,-170.5991,170.5991,-1.49926,-3.399223,-1.899963,1.899963
1,0,1,90,1,Semi_Aligned,0,16,lamp,Bottom,apple,Top,8.087738,135,6.400859,-128.5991,128.5991,41.06187,0.0008010864,-41.06107,41.06107
1,0,1,90,1,Semi_Aligned,0,17,dumbbell,Bottom,fan,Top,20.45505,-45,-53.19913,-8.199127,8.199127,41.1671,45.00074,3.833641,3.833641
1,0,1,90,1,Semi_Aligned,0,18,dumbbell,Bottom,lamp,Bottom,9.495392,90,9.400842,-80.59915,80.59915,-1.339294,1.600739,2.940033,2.940033
1,0,1,90,1,Semi_Aligned,0,19,plant,Bottom,fan,Top,2.326019,45,9.400842,-35.59915,35.59915,41.1671,1.600739,-39.56636,39.56636
1,0,1,90,1,Semi_Aligned,0,20,plant,Bottom,soccerball,Bottom,2.836517,-90,9.400842,99.40084,99.40084,1.583244,1.600739,0.0174942,0.0174942
1,0,1,90,1,Semi_Aligned,0,21,soccerball,Bottom,dumbbell,Bottom,3.495209,180,9.400842,-170.5992,170.5992,0.6912766,1.600739,0.909462,0.909462
1,0,1,90,1,Semi_Aligned,0,22,lamp,Bottom,plant,Bottom,28.6066,180,9.400842,-170.5992,170.5992,-1.318787,1.600739,2.919525,2.919525
